Year,Month,rate_display_pct,virus,branch,phase
2021,3,7.6923076923076925,HRV,minimal_corrected,phase2
2021,4,9.137055837563452,HRV,minimal_corrected,phase2
2021,5,11.60220994475138,HRV,minimal_corrected,phase2
2021,6,10.416666666666668,HRV,minimal_corrected,phase2
2021,7,9.006211180124224,HRV,minimal_corrected,phase2
2021,8,3.636363636363636,HRV,minimal_corrected,phase2
2021,9,3.7593984962406015,HRV,minimal_corrected,phase2
2021,10,3.787878787878788,HRV,minimal_corrected,phase2
2021,11,33.92070484581498,HRV,minimal_corrected,phase2
2021,12,13.680781758957655,HRV,minimal_corrected,phase2
2022,1,13.20754716981132,HRV,minimal_corrected,phase2
2022,2,6.488549618320611,HRV,minimal_corrected,phase2
2022,3,8.979591836734693,HRV,minimal_corrected,phase2
2022,4,7.220216606498194,HRV,minimal_corrected,phase2
2022,5,11.691542288557214,HRV,minimal_corrected,phase2
2022,6,5.157593123209169,HRV,minimal_corrected,phase2
2022,7,3.614457831325301,HRV,minimal_corrected,phase2
2022,8,4.114490161001789,HRV,minimal_corrected,phase2
2022,9,8.937198067632849,HRV,minimal_corrected,phase2
2022,10,12.446351931330472,HRV,minimal_corrected,phase2
2022,11,16.95906432748538,HRV,minimal_corrected,phase2
2022,12,9.003215434083602,HRV,minimal_corrected,phase2
2023,1,1.703800786369594,HRV,minimal_corrected,phase2
2023,2,3.3472803347280333,HRV,minimal_corrected,phase2
2023,3,11.620111731843576,HRV,minimal_corrected,phase2
2023,4,8.840864440078585,HRV,minimal_corrected,phase2
2023,5,10.979228486646884,HRV,minimal_corrected,phase2
2023,6,6.039755351681957,HRV,minimal_corrected,phase2
2023,7,5.926481620405101,HRV,minimal_corrected,phase2
2023,8,7.214121258633923,HRV,minimal_corrected,phase2
2023,9,18.292011019283745,HRV,minimal_corrected,phase2
2023,10,21.19004250151791,HRV,minimal_corrected,phase2
2023,11,24.34245366284201,HRV,minimal_corrected,phase2
2023,12,15.382244143033292,HRV,minimal_corrected,phase2
2024,1,7.946026986506746,HRV,minimal_corrected,phase2
2024,2,9.15841584158416,HRV,minimal_corrected,phase2
2024,3,9.85691573926868,HRV,minimal_corrected,phase2
2024,4,8.152173913043478,HRV,minimal_corrected,phase2
2024,5,6.808510638297872,HRV,minimal_corrected,phase2
2024,6,7.6923076923076925,HRV,minimal_corrected,phase2
2024,7,6.896551724137931,HRV,minimal_corrected,phase2
2024,8,6.746031746031746,HRV,minimal_corrected,phase2
2024,9,5.855855855855856,HRV,minimal_corrected,phase2
2024,10,5.590062111801243,HRV,minimal_corrected,phase2
2024,11,10.606060606060606,HRV,minimal_corrected,phase2
2024,12,12.78538812785388,HRV,minimal_corrected,phase2
2025,1,15.402843601895736,HRV,minimal_corrected,phase2
